id,name,furigana,english_name,description,avatar,public,color,position
109,イブラヒム,いぶらひむ,Ibrahim,"元石油王。
石油の価値が下がったため、
今は偶然掘り当てた温泉で生計を立てている。",https://liver-icons.s3-ap-northeast-1.amazonaws.com/400x400/Ibrahim_20210419.png,1,#7CA1F0,10050
27,宇志海いちご,うしみいちご,Ichigo Ushimi,8歳の小学3年生。海辺の町に住んでいる、イチゴミルクウミウシの女の子。 お転婆でハツラツとした性格で、毎日学校帰りに海に潜って遊んでいる。 好物は桃色のワカメと、いちご味のお菓子全般。,https://s3-ap-northeast-1.amazonaws.com/liver-icons/400x400/Ichigo_Ushimi_20200916.png,1,#ffcace,360
24,卯月コウ,うづきこう,Kou Uzuki,有名企業のCEOを父に持つ育ちの良いお坊ちゃん。イギリスと日本のハーフで近寄りがたく思われることを気にしている。無愛想でツンとした印象だが、心を開くと年相応の男子中学生。,https://liver-icons.s3-ap-northeast-1.amazonaws.com/400x400/Kou_Uduki_20200202.png,1,#F9E97A,460
79,エクス・アルビオ,えくす・あるびお,Ex Albio,突如バーチャル世界に降臨した、異世界の英雄。元の世界に戻る方法を探しているが、ゲームにハマってしまって滞り気味。,https://s3-ap-northeast-1.amazonaws.com/liver-icons/400x400/Ex+Albio.png,1,#5C9BBC,300
99,えま★おうがすと,えま・おうがすと,Emma August,"魔界から逃げ延びた女の子。
王族出身でいわゆる「魔王」の器だが……。
食うに困って、ライバー活動を始めた。
いつか魔王に返り咲く日を夢見ている。",https://s3-ap-northeast-1.amazonaws.com/liver-icons/400x400/Emma_August_20200826.png,1,#b32f51,500
92,エリー・コニファー,えりー・こにふぁー,Eli Conifer,“花の妖精”。手入れの行き届いた屋敷の庭で生まれた。今はその屋敷で、住み込みのメイドとして働いている。屋敷に暮らす家族のことが大好き。,https://s3-ap-northeast-1.amazonaws.com/liver-icons/400x400/Eli_Conifer_20200721.png,1,#dafff9,680
14,える,える,Elu,"友達が欲しくてこの世界のどこかにある森から上京してきたエルフ。
お話をするのが好きで、話し始めたら誰にも止められないどんぐりマシンガントーク。
えるという名前は愛称で、本名はとても長い。",https://liver-icons.s3-ap-northeast-1.amazonaws.com/400x400/Elu_20210217.png,1,#e2364f,330
64,小野町春香,おのまちはるか,Haruka Onomachi,"由緒ある旅館の若女将を務める高校生。
しかし人見知りなため、それを克服しようと配信を始めた。
思ったことがつい口に出てしまう。",https://s3-ap-northeast-1.amazonaws.com/liver-icons/400x400/Haruka_Onomachi_20200904.png,1,#ff336e,670
123,オリバー・エバンス,おりばー・えばんす,Oliver Evans,若くして教授にまで上り詰めた青年。顔が良いこともあり、彼の授業には女生徒が非常に多い。生徒からは「プロフェッサー」と呼ばれている。,https://liver-icons.s3.ap-northeast-1.amazonaws.com/400x400/Oliver_Evans.png,1,#bcc37e,10190
112,甲斐田晴,かいだはる,Haru Kaida,"皇都でも著名な、「魔」の研究者。
屋敷で研究に没頭しており、
その姿を知る者は少ない。
切れ者だが怠け者でもあるため、
興味のないことには関わろうとしない。",https://s3-ap-northeast-1.amazonaws.com/liver-icons/400x400/Haru_Kaida.png,1,#4DD7E3,10080
84,加賀美ハヤト,かがみはやと,Hayato Kagami,玩具会社、「加賀美インダストリアル」の若き社長。自社玩具のPRのため、自らライバーとしてデビューすることを決めた。,https://s3-ap-northeast-1.amazonaws.com/liver-icons/400x400/Kagami_Hayato.png,1,#b9adb9,350
65,語部紡,かたりべつむぐ,Tsumugu Kataribe,とある学園の図書室にいる地縛霊。自分が霊であると自覚している。普段は大人しくしているが、本の話や自分の知らないことを聞くときはテンションが高い,https://s3-ap-northeast-1.amazonaws.com/liver-icons/400x400/Tsumugu_Kataribe_20201015.png,1,#07a4e3,910
7,叶,かなえ,Kanae,突然天使の如く舞い降りてきた超癒し系男子。そして猫のクッションを両手で抱っこしている。話し方もふわふわしている。学生のように見えるが普段何をしているかは不明。甘いボイスで、聞いているこちらの心が洗い流されるようなトークを繰り広げる。,https://s3-ap-northeast-1.amazonaws.com/liver-icons/400x400/Kanae.png,1,#ABD3D8,190
44,神田笑一,かんだしょういち,Shoichi Kanda,22歳の大学生で放送関係の勉強をしている。人と話すのが好きだが、たまにグサっと来るようなキツい事を言ってしまう。「やりすぎた！」と後から反省するような、見た目に反して根がマジメな奴。糸目な事を気にしているらしい。,https://s3-ap-northeast-1.amazonaws.com/liver-icons/400x400/Shouichi_Kanda_20200824.png,1,#F4D35B,510
120,北小路ヒスイ,きたこうじひすい,Hisui Kitakoji,学院中等部2年生。この春、訳あって別の中学校から転入してきた。　　趣味の幅が広く、色んなことに詳しい。,https://liver-icons.s3-ap-northeast-1.amazonaws.com/400x400/Hisui_Kitakoji_20210310.png,1,#38B48B,10160
6,ギルザレンIII世,ぎるざれんさんせい,Gilzaren Ⅲ,年齢4000歳のヴァンパイア。人里離れた山奥の豪華な城に住んでいる。 同族の中でも高位に属する身分で、他者に対する言動も尊大で高圧的。 しかし一方で根は気が弱く、相手に不用意に近付かれると露骨にパニクってしまうヘタレな一面もある。,https://s3-ap-northeast-1.amazonaws.com/liver-icons/400x400/Giruzaren.png,1,#002FA7,790
8,葛葉,くずは,Kuzuha,親の甘い蜜を吸い続けるニートのゲーマー吸血鬼、現在は身の回りの世話をしてくれるペットのブタと生活している。 見た目にそぐわず我が儘で気まぐれな子供っぽい性格で、すぐ調子に乗る悪い癖がある。 おまけにかなり現金でお金に目がない救いようのないヴァンパイア。,https://s3-ap-northeast-1.amazonaws.com/liver-icons/400x400/Kuzuha.png,1,#ACA7BB,120
107,来栖夏芽,くるすなつめ,Natsume Kurusu,音楽とヒツジをこよなく愛する、19歳の大学生。ノリが軽く人懐っこい性格。興味のあることには何でも挑戦してみようと思い、配信を始めた。,https://s3-ap-northeast-1.amazonaws.com/liver-icons/400x400/Natsume_Kurusu.png,1,#880223,10030
59,黒井しば,くろいしば,Shiba Kuroi,"世にも珍しい喋れる犬。
公園に建てたマイハウス（犬小屋）でいろんな動物さんたちと暮らしている。
やたら人間くさい仕草をするのは、しばの中に飼い主の魂がいたからだった。
今は霊体である飼い主と一緒に生活している。",https://s3-ap-northeast-1.amazonaws.com/liver-icons/400x400/Kuroi_Shiba.png,1,#585C82,590
104,グウェル・オス・ガール,ぐうぇるおすがーる,Gwelu Os Gar,"人々が司会を求めたとき、どこからともなく現れるエルフの司会者。
司会者としての腕を試すため、人間界にやってきた。
持ち前の優しい声音で、聞く人々を魅了する。",https://liver-icons.s3.ap-northeast-1.amazonaws.com/400x400/Gwelu_Os_Gar_20210107.png,1,#f04b2d,900
62,郡道美玲,ぐんどうみれい,Mirei Gundo,Sっ気溢れる男子校の女性教師。酒とつまみを愛している。,https://liver-icons.s3-ap-northeast-1.amazonaws.com/400x400/Mirei_Gundou_20210323.png,1,#a20063,200
23,剣持刀也,けんもちとうや,Toya Kenmochi,16歳の高校2年生。剣道部所属の隠れまじめ系男子。 普段は周りと合わせてじゃれているがダメな時はダメという。 以前から他の人の配信を見るのが好きで、その憧れから始めた。 練習のしすぎで怪我が絶えないので、常に救急セットを所持している。,https://s3-ap-northeast-1.amazonaws.com/liver-icons/400x400/Kenmochi_Touya.png,1,#a590af,320
111,弦月藤士郎,げんづきとうじろう,Tojiro Genzuki,"皇国に仕える官吏。
「神」の管理や、
「神」との連絡役を任されている。
変わり者が多い「神」を相手に
抜け目のない仕事をしており、
周囲からの評価は高い。",https://s3-ap-northeast-1.amazonaws.com/liver-icons/400x400/Tojiro_Genzuki_20201202.png,1,#487591,10070
74,三枝明那,さえぐさあきな,Akina Saegusa,大きな志を持ち、何事にも全力で臨む大学生。日々、同じ目標を掲げる「同志」を探しているが、彼の熱意に応えてくれる存在はいまだ現れていない。同志を見つけるべく、配信を始めた。,https://s3-ap-northeast-1.amazonaws.com/liver-icons/400x400/Saegusa_Akina.png,1,#392d47,520
35,桜凛月,さくらりつき,Ritsuki Sakura,"桜第一惑星から自分探しのためにやってきた桜の妖精のプリンセス(樹齢19年)。ちょっぴりおっちょこちょいだけど、元気が取り柄の女の子。
地球のサンプル探しに夢中になりすぎて、すぐ迷子になる。",https://s3-ap-northeast-1.amazonaws.com/liver-icons/400x400/Ritsuki_Sakura_20191122.png,1,#C57FC7,440
10,笹木咲,ささきさく,Saku Sasaki,高校2年生。ゲームと水族館が大好きなのんびりした性格の関西女子。好きな生き物はメンダコ(面蛸、英名: Japanese pancake devilfish は軟体動物門頭足綱八腕類メンダコ科に属するタコの一種) あとパンダ(白黒の生物)も好き。,https://s3-ap-northeast-1.amazonaws.com/liver-icons/400x400/Saku_Sasaki_20201116.png,1,#EF9AAF,40
37,椎名唯華,しいなゆいか,Yuika Shiina,ゲームが大好きな関西弁の高校1年生。実は霊能力者。 マイペースな性格で、周りのことは気にせずのほほんとしている。 そのせいか、よく色々な霊にとり憑かれ、体をのっとられたりする。,https://liver-icons.s3-ap-northeast-1.amazonaws.com/400x400/Yuika_Shiina_20210401.png,1,#F1C8DE,60
95,シェリン・バーガンディ,しぇりん・ばーがんでぃ,Shellin Burgundy,"世の中の「謎」を追い求める青年。
しがない探偵稼業を営む。
優秀だが何故か客には恵まれない。 ",https://s3-ap-northeast-1.amazonaws.com/liver-icons/400x400/Shellin_Burgundy.png,1,#6c2735,610
15,シスター・クレア,しすたー・くれあ,Sister Claire,"普段は教会にいて、マザーの元で病気を患った貧しい人の世話や、孤児の面倒をみている。
こちらの世界の疲れ気味な人々を少しでも癒そうと、配信を始めた。",https://s3-ap-northeast-1.amazonaws.com/liver-icons/400x400/Sister_Claire_200309.png,1,#DFC6A8,170
11,静凛,しずかりん,Rin Shizuka,高校3年生。学園モノのキャラクター達の先輩的なポジション。性格は穏やかで後輩を優しく指導する皆から頼られるお姉さん。学校問わず多くの男子からアプローチを受けるが、さらりとかわす。,https://s3-ap-northeast-1.amazonaws.com/liver-icons/400x400/Shizuka_Rin.png,1,#745399,50
40,渋谷ハジメ,しぶやはじめ,Hajime Shibuya,大学2年生。よく家にひきこもっている。人と直接話すのが苦手で、克服しようと思い配信を始めた。アニメやゲームが好き。グッズ集めも好き。,https://s3-ap-northeast-1.amazonaws.com/liver-icons/400x400/Hajime_Shibuya_20200821.png,1,#d7fad7,800
103,白雪巴,しらゆきともえ,Tomoe Shirayuki,"物腰柔らかなお姉さんだが、モットーは弱肉強食。
未亡人のような色気をまとうが、実際はまだ未婚で、
今はお相手探しの真っ最中。
配信では、意外な一面を見せることも……？",https://s3-ap-northeast-1.amazonaws.com/liver-icons/400x400/Tomoe_Shirayuki.png,1,#6e3fe7,770
16,ジョー・力一,じょー・りきいち,Joe Rikiichi,"正体不明のピエロ。

ティーンエイジの終わりに突如天啓を受けて以来、フリーランスの道化師として活動中。トリッキーな容姿や言動とは裏腹に寂しがり屋で、常に人とのふれあいを求めている。 が、ピエロゆえに孤独である。",https://s3-ap-northeast-1.amazonaws.com/liver-icons/400x400/Jo_Rikiichi.png,1,#D598DD,310
118,周央サンゴ,すおうさんご,Sango Suo,今年度から学院中等部に通い始めた1年生。　　持ち前のおっとりとした雰囲気で、場の空気を和ませる存在。,https://s3-ap-northeast-1.amazonaws.com/liver-icons/400x400/Sango_Suo.png,1,#EF8468,10140
94,健屋花那,すこやかな,Kana Sukoya,"病院で働く女の子。
彼女の笑顔で健康になった人は多い。
世界中の人々を元気付けようと、ライバー活動を始めた。
不器用で、採血は苦手。 ",https://s3-ap-northeast-1.amazonaws.com/liver-icons/400x400/Kana_Sukoya_200604.png,1,#ff2fa2,390
51,鈴鹿詩子,すずかうたこ,Utako Suzuka,"画面の向こう側の世界のチビっ子たちに人気絶大のカリスマ的「うたのおねえさん」。子供向け番組で歌やことば遊びを披露している。

飾らないルックス、安心感を与える歌声から親世代からの評判も良い。 (実は26歳)婚期を逃すのではと密かに危機感を抱いている。",https://liver-icons.s3-ap-northeast-1.amazonaws.com/400x400/Utako_Suzuka_210416.png,1,#fa4f62,70
5,鈴木勝,すずきまさる,Masaru Suzuki,バーチャル世界を生きる、永遠に13歳の少年（中学二年生）。普通を嫌い、配信をきっかけに格好良いを極めようとするも空回りしがち。ある日突然身長が伸び、声変わりが来ないかなと思っている。,https://liver-icons.s3.ap-northeast-1.amazonaws.com/400x400/Masaru_Suzuki_20210601.png,1,#7B788A,710
13,鈴谷アキ,すずやあき,Aki Suzuya,中学3年生。見た目が完全に女の子に見える男の子。女の子に見える外見を自覚しており、周囲の人を騙すのが大好きで、あざとい。性格は腹黒い。しかし、可愛いから何でも許される。,https://s3-ap-northeast-1.amazonaws.com/liver-icons/400x400/Suzuya_Aki.png,1,#f2f9c3,690
66,瀬戸美夜子,せとみやこ,Miyako Seto,カメラオタ眼鏡女子で高校3年生写真部部長。普段は大人しい性格だが、写真のこととなると情熱的になってしまう。,https://liver-icons.s3.ap-northeast-1.amazonaws.com/400x400/Miyako_Seto_20210526.png,1,#c4ff2b,780
114,空星きらめ,そらほしきらめ,Kirame Sorahoshi,"大舞台での活躍を夢見る高校生。
自分の力で夢を叶えようと、この世界に飛び込んだ。
今は関わる人みんなを笑顔にすることが目標。",https://s3-ap-northeast-1.amazonaws.com/liver-icons/400x400/Kirame_Sorahoshi.png,1,#44ddf4,10100
58,鷹宮リオン,たかみやりおん,Rion Takamiya,有数の金持ちが集う魔法学校、私立帝華高校の2年生、17歳。政治家の娘で高飛車なツンデレタイプだが、学校では風紀委員に所属しており気さくな優等生を演じている。土日は社会見学の為メイド喫茶でバイト中。,https://s3-ap-northeast-1.amazonaws.com/liver-icons/400x400/Rion_Takamiya_200626.png,1,#CC3D7B,240
32,月ノ美兎,つきのみと,Mito Tsukino,高校2年生。性格はツンデレだが根は真面目な学級委員。本人は頑張っているが少し空回り気味で、よく発言した後で言いすぎたかもと落ち込んだりする。,https://s3-ap-northeast-1.amazonaws.com/liver-icons/400x400/Mito_Tsukino_20200923.png,1,#e43f3b,10
18,でびでび・でびる,でびでび・でびる,Debidebi Debiru,異世界の悪魔。この世界の人間たちに存在を知ってもらい、力を強くするために活動を始めた。目標は全人類を堕落させること。ホラー映画や漫画など、悪魔の勉強は欠かさない。悪魔社会も結構厳しいらしい。,https://s3-ap-northeast-1.amazonaws.com/liver-icons/400x400/Devidevi_Devil.png,1,#444C7D,410
119,東堂コハク,とうどうこはく,Kohaku Todo,学院高等部に通う3年生。　　いわゆるお嬢様だが、そう感じさせない振る舞いが彼女の魅力。,https://s3-ap-northeast-1.amazonaws.com/liver-icons/400x400/Kohaku_Todo.png,1,#EA930A,10150
49,轟京子,とどろききょうこ,Kyoko Todoroki,"服飾の専門学校を卒業し、社会人になった21歳のギャル。
とにかく盛るのが好きで、色々な箇所を自分でデコレーションする。
世界に「カワイイ」の文化を広めたくて、実は真面目に勉強していて、いつか自分のブランドを立ち上げるのが夢。芯の強い子。",https://s3-ap-northeast-1.amazonaws.com/liver-icons/400x400/Todoroki_Kyouko.png,1,#F8A69A,750
19,ドーラ,どーら,Dola,年齢353歳のファイアードレイクが人間の姿を模している。異世界のとある洞窟で財宝を守っており、その財宝のなかに現代の産物（スマホなど）を見つけてしまった。,https://liver-icons.s3.ap-northeast-1.amazonaws.com/400x400/Dola_210726.png,1,#A83E4A,260
113,長尾景,ながおけい,Kei Nagao,"皇都で祓魔業を営む青年。
報酬さえ払えば、
どんな仕事も請け負うともっぱらの評判。
剣術だけでなく、
武術や呪いにも長けている。",https://s3-ap-northeast-1.amazonaws.com/liver-icons/400x400/Kei_Nagao.png,1,#625DA1,10090
106,奈羅花,ならか,Naraka,まだ見習いの獄卒。いわゆる鬼。いつも手下である「阿」「吽」と一緒に行動している。,https://s3-ap-northeast-1.amazonaws.com/liver-icons/400x400/Naraka_20201030.png,1,#a02655,10020
29,成瀬鳴,なるせなる,Naru Naruse,"かわいいものが大好きな青年。
スポーツが得意で特にサッカーへの熱が強い。
周りに「声が良い」と言われたことをきっかけに活動を始めた。
重度のカブトムシ・クワガタマニア。",https://liver-icons.s3.ap-northeast-1.amazonaws.com/400x400/Naru_Naruse.png,1,#E06489,930
116,西園チグサ,にしぞのちぐさ,Chigusa Nishizono,学院高等部に通う2年生。運動神経抜群で、学院最強の助っ人。　　好奇心旺盛な性格で、学院ではとにかく顔が広い。,https://s3-ap-northeast-1.amazonaws.com/liver-icons/400x400/Chigusa_Nishizono.png,1,#3A8FB7,10120
83,ニュイ・ソシエール,にゅい・そしえーる,Nui Sociere,偶然こちらの世界にやってきた魔女。元いた世界への帰り方を探しているようだが……。配信を利用して、この世界の情報を収集している――というのは建前で、本当のところは息抜きがしたいだけらしい。,https://s3-ap-northeast-1.amazonaws.com/liver-icons/400x400/Nui_Sociere.png,1,#d24e5f,490
85,葉加瀬冬雪,はかせふゆき,Fuyuki Hakase,実験大好き系女子高生。常に怪しい薬品を持ち歩いている。本人曰く、どの薬にもすごい効果が込められているらしいが……。 ,https://s3-ap-northeast-1.amazonaws.com/liver-icons/400x400/Hakase_Fuyuki.png,1,#eeffff,450
48,花畑チャイカ,はなばたけちゃいか,Chaika Hanabatake,元名「チャイカ・ブライン」かなり濃いめのオネエ。元は異世界のとある国、とある町で酒場を運営していた主人(ママ)。3年前に現代に飛ばされとある喫茶店のオーナーをしている。勘が鋭く、つおい。,https://s3-ap-northeast-1.amazonaws.com/liver-icons/400x400/Hanabatake_Chaika.png,1,#40CF84,380
93,早瀬走,はやせそう,Sou Hayase,"アウトドア大好きな女子。コスプレ、ロードバイクなど興味の範囲は広い。
自慢の一台に跨がり日本中を駆け回って、将来の目標を探している",https://s3-ap-northeast-1.amazonaws.com/liver-icons/400x400/Sou_Hayase.png,1,#aa7be8,640
82,葉山舞鈴,はやままりん,Marin Hayama,海が綺麗な町に暮らす女の子。大好きな町をもっと有名にするべく、配信を始めた。が、あまり上手くはいっていない。家族の影響で、マリンスポーツが好き。,https://s3-ap-northeast-1.amazonaws.com/liver-icons/400x400/Marin_Hayama_20201223.png,1,#d9ec33,600
31,春崎エアル,はるさきえある,Air Harusaki,21歳で異国の王子。穏やかな性格で人と接するのが得意。好きな話になるとつい長話になってしまう。大人っぽいが自他ともに認める甘党である。,https://s3-ap-northeast-1.amazonaws.com/liver-icons/400x400/Harusaki_Earu.png,1,#4B5F9E,920
38,樋口楓,ひぐちかえで,Kaede Higuchi,"VR関西に住む高校2年生。長身でスタイルも抜群。
幼い頃からトランペットが好きで、現在は吹奏楽部に所属している。
オシャレをすること、猫と暮らすことが生きがい。
好きなものについてもっと知ってほしくて、ライバー活動を始めた。",https://s3-ap-northeast-1.amazonaws.com/liver-icons/400x400/Kaede_Higuchi_20201116.png,1,#fbaf71,30
21,伏見ガク,ふしみがく,Gaku Fushimi,20歳の大学2年生。普段はアルバイトやサークルのバンド活動に勤しむ。 性格は犬っぽく純粋に楽しいことが大好き。いろんな人とお喋りしたくて配信を始めた。 チャラそうに見えるが周りの人を気遣ったりと優しい。 楽しんでなさそうな人がいると「楽しんでる？」と声をかけたりする。,https://s3-ap-northeast-1.amazonaws.com/liver-icons/400x400/Fushimi_Gaku.png,1,#ffcb5b,650
96,フミ,ふみ,Fumi,とある神社に祀られている神様で、50年ほど引きこもっていた。時代遅れな言動や行動を取ってしまうことがある。,https://liver-icons.s3.ap-northeast-1.amazonaws.com/400x400/Fumi_210719.png,1,#f4e49d,740
30,文野環,ふみのたまき,Tamaki Fumino,日中は寝てばかりいるが、自分の縄張りを守るため一日数回散歩する。 縄張りにくる者には一度襲いかかる。縄張りを奪う気がないとわかると、優しくなり道案内をする。そして猫缶を要求してくる。道端でスマホを拾ったらしい。,https://s3-ap-northeast-1.amazonaws.com/liver-icons/400x400/Fumino_Tamaki.png,1,#ebddb4,760
108,フレン・E・ルスタリオ,ふれんいーるすたりお,Furen E Lustario,"コーヴァス帝国の女騎士。
目的のためなら手段を選ばない。
因縁の相手を探し続けている。",https://s3-ap-northeast-1.amazonaws.com/liver-icons/400x400/Furen_E_Lustario.png,1,#EC1D2F,10040
102,不破湊,ふわみなと,Minato Fuwa,"No.1になるためホストとして働き始めた青年。
稼いだお金は、とあることに注ぎ込んでいるらしいが……。
配信を通して、同じ趣味の友達を増やしたいらしい。",https://liver-icons.s3.ap-northeast-1.amazonaws.com/400x400/Minato_Fuwa_20200127.png,1,#bf69f4,880
20,ベルモンド・バンデラス,べるもんど・ばんでらす,Belmond Banderas,フランクな性格だが時折意地悪になる。本人曰く、生き物が夢を見るようになった頃から既に存在していたと言う。現在は夢を見る者なら誰でも来られる店のマスターをしており、気まぐれで様々な種族の客を招いている。戸籍がない為、現実の世界で身分証明が出来ないのが悩み。,https://s3-ap-northeast-1.amazonaws.com/liver-icons/400x400/Belmondo_Banderasu.png,1,#683D46,180
97,星川サラ,ほしかわさら,Sara Hoshikawa,"ハーフの女の子。
幼い頃はバーチャルイギリスに住んでいたが、
バーチャル日本での生活の方が長いため、日本語堪能。
おだてられるとすぐ調子に乗るタイプ。",https://s3-ap-northeast-1.amazonaws.com/liver-icons/400x400/Sara_Hoshikawa_200518.png,1,#fab80d,550
34,本間ひまわり,ほんまひまわり,Himawari Honma,ゲームと猫が大好きな高校2年生。最近友達が欲しくて配信をはじめた。普段は明るくて少し天然だが、ゲームをすると…!? なぜかいつも頭にひまわりを付けていて、嫌な事があるとひまわりで花占いを始める。,https://liver-icons.s3.ap-northeast-1.amazonaws.com/400x400/Himawari_Honma_210716.png,1,#fbe340,20
47,舞元啓介,まいもとけいすけ,Keisuke Maimoto,34歳の独身農家。若白髪に悩む日本人でスポーツ観戦を何よりも愛している。近所の子供達から白髪のおっさんとしていじられており、正直やめてほしいと思っているが、近所の皆様の目線が怖く強く言えない小市民。,https://s3-ap-northeast-1.amazonaws.com/liver-icons/400x400/Maimoto_Keisuke.png,1,#094078,400
56,魔界ノりりむ,まかいのりりむ,Makaino Ririmu,魔界から遊びにやって来たサキュバスの子供。 実は悪魔の使命があるのだが、本人はすっかり忘れて今日もゲームに興じている。 弱そうと見られがちだが、父は偉大なる魔界の王サタンである。本名:リリム・キスミー・ラブリーハート＝ロリータニア。,https://liver-icons.s3.ap-northeast-1.amazonaws.com/400x400/Ririmu_Maiakno_210615.png,1,#D44968,480
105,ましろ,ましろ,Mashiro,進学がきっかけで都会に出てきた大学生。フットワークが軽く、どんなことにも首を突っ込む。最近はとあることに夢中らしいが……。,https://s3-ap-northeast-1.amazonaws.com/liver-icons/400x400/Mashiro.png,1,#1e2232,10010
41,町田ちま,まちたちま,Chima Machita,16歳の高校一年生。訛っているのを恥ずかしがっている上京したての女の子。歌手になることが夢で日々歌の練習に励んでいる。夢の実現に少しでも繋がればと思い配信を始めた。一人暮らしは寂しいので、ゴンザレスという名前のハムスターと一緒に暮らしている。,https://s3-ap-northeast-1.amazonaws.com/liver-icons/400x400/Machida_Chima.png,1,#EDDDBB,620
101,魔使マオ,まつかいまお,Mao Matsukai,"使い魔。主人のために人間を惑わすのが仕事だが、ポンコツなのであまり役に立っていない。
迷子防止のためにもらったスマホで、配信をしている。",https://liver-icons.s3-ap-northeast-1.amazonaws.com/400x400/Mao_Matsukai_20200202.png,1,#c93965,860
89,黛灰,まゆずみかい,Kai Mayuzumi,類い稀な才能を持つハッカー。ある依頼をされ潜入調査のために、配信活動を始める。買い物は全て通販で済ませる、いわゆる出不精。,https://s3-ap-northeast-1.amazonaws.com/liver-icons/400x400/Mayuzumi_Kai.png,1,#086776,340
110,メリッサ・キンレンカ,めりっさきんれんか,Melissa Kinrenka,"バーチャルクリエイターを目指している。
リアルとバーチャルの架け橋になることが夢。",https://liver-icons.s3-ap-northeast-1.amazonaws.com/400x400/Melissa_Kinrenka_20200202.png,1,#d3f377,10060
